Theme: Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject: Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topic: International Visitor Arrivals (IVA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table Title: International Visitor Arrivals By Inbound Tourism Markets, Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data last updated: 24/02/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SINGAPORE TOURISM BOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Series,Total International Visitor Arrivals By Inbound Tourism Markets (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Brunei Darussalam (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Indonesia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Malaysia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Myanmar (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Philippines (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Thailand (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Vietnam (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Southeast Asia -> Other Markets In Southeast Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> China (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> Hong Kong SAR (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> Taiwan (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Greater China -> Other Markets In Greater China (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia -> Japan (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia -> South Korea (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> North Asia -> Other Markets In North Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Bangladesh (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> India (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Pakistan (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Sri Lanka (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> South Asia -> Other Markets In South Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Iran (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Israel (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Kuwait (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Saudi Arabia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> United Arab Emirates (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> West Asia -> Other Markets In West Asia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas -> Canada (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas -> USA (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Americas -> Other Markets In Americas (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Belgium & Luxembourg (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Denmark (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Finland (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> France (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Germany (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Italy (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Netherlands (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Norway (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Rep Of Ireland (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Russian Federation (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Spain (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Sweden (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Switzerland (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> United Kingdom (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Europe -> Other Markets In Europe (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania -> Australia (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania -> New Zealand (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Oceania -> Other Markets In Oceania (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> Egypt (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> Mauritius (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> South Africa (Rep Of) (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Africa -> Other Markets In Africa (Number),Total International Visitor Arrivals By Inbound Tourism Markets -> Others (Number),Others
  2023 Sep,1130762,404106,4502,175603,89384,10631,50679,32307,34736,6264,188758,135677,25848,25818,1415,94298,45989,48187,122,100567,10240,81016,1360,5156,2795,13928,1009,1805,521,1844,6769,1980,62765,8407,46605,7753,137745,2850,2158,1275,13476,25075,6547,8584,2013,2062,3333,6203,1484,6079,38715,17891,122983,104497,15022,3464,5582,272,412,2323,2575,30,44289
  2023 Aug,1312693,429652,6214,168122,88044,10159,61802,34938,51381,8992,289817,215442,32627,38432,3316,130666,68304,62177,185,104652,11124,83601,1497,5567,2863,19790,406,1669,2157,3123,8749,3686,62996,9877,48489,4630,173132,3466,1703,838,24471,24633,20896,11327,1378,1984,3493,10525,1396,6359,41765,18898,95791,80605,12499,2687,6132,243,377,1718,3794,65,49116
  2023 Jul,1419642,519036,5108,229886,84876,10811,77160,41367,60188,9640,309869,231331,32175,43097,3266,103861,42730,60960,171,114733,11100,93056,2654,4509,3414,22773,298,1596,1511,5249,9793,4326,81637,9770,64786,7081,144826,3995,2881,1062,18158,21074,6965,10867,3585,2344,3627,5983,1930,8501,36886,16968,116877,98408,15350,3119,5926,348,413,2166,2999,104,51088
  2023 Jun,1129310,475814,4121,217052,85945,9877,71409,31029,48924,7457,167228,113290,23179,28980,1779,65648,25370,40187,91,133366,9685,114588,1724,4368,3001,15806,322,1012,967,2965,7525,3015,70361,6664,59074,4623,88537,1646,1499,1221,9709,15026,3426,5041,1831,1626,2796,3562,1538,3991,24244,11381,107915,90770,13352,3793,4575,211,349,1946,2069,60,37269
  2023 May,1112512,456263,4570,183758,98347,10104,59346,40375,50765,8998,148053,95613,26356,24313,1771,68419,29130,39203,86,147713,9529,130444,1222,4276,2242,9408,190,1184,305,836,5240,1653,70426,12592,50898,6936,113597,2066,1727,1122,13557,22534,4092,6631,1210,1777,3966,3689,1585,5383,30608,13650,94073,79700,11146,3227,4515,253,363,1823,2076,45,40684
  2023 Apr,1128610,489334,5850,220067,98190,11787,57030,49727,36630,10053,150903,90725,32791,25280,2107,54012,22134,31780,98,114668,9824,97032,684,4897,2231,11604,421,1275,308,750,6714,2136,61029,9428,44779,6822,135415,2144,2407,1318,13260,24219,4220,6398,1810,1893,5044,4517,2150,7350,41576,17109,106741,92937,11065,2739,4812,155,581,2177,1899,92,45286
  2023 Mar,1021040,414934,4460,171507,97835,9122,50591,43145,31347,6927,105132,60888,23465,19204,1575,71803,36302,35396,105,92470,9711,75339,1060,4088,2272,12923,1414,1639,205,880,6795,1990,73624,12626,54157,6841,161938,2215,2679,2131,12924,34976,4643,6956,2342,1992,6635,3936,2786,5940,50330,21453,83827,74268,6871,2688,4300,168,474,1995,1663,89,45603
  2023 Feb,957844,376496,4739,156448,88040,7734,47446,37156,27896,7037,82278,35312,20227,25037,1702,97981,32932,64876,173,76883,8006,61301,1584,3829,2163,9159,175,1510,359,688,4971,1456,72702,13407,52830,6465,156384,2079,3216,2312,13722,31063,4861,7053,2439,1868,7009,3302,2967,6310,45785,22398,81765,72385,6821,2559,4073,205,274,1698,1896,123,45972
  2023 Jan,931814,362255,3653,168975,72756,8982,38484,29735,31824,7846,89388,28375,26208,31444,3361,78923,18335,60457,131,72231,8789,56605,1452,3083,2302,8180,156,1342,672,532,4074,1404,67902,11207,50492,6203,131839,1707,2674,2247,9873,26678,4082,6430,1891,1767,6637,3229,3234,5034,38123,18233,116794,102888,10766,3140,4182,192,418,2229,1343,120,44083
  2022 Dec,931441,438856,7324,197261,95475,10523,56509,36006,27661,8097,60836,19685,26605,12603,1943,52077,20209,31817,51,91730,9857,74067,1623,4270,1913,10007,126,916,476,689,6135,1665,67342,9047,53688,4607,102982,1458,1769,1391,8554,20499,2777,5634,1610,1359,3503,2604,2510,4468,33051,11795,101182,89159,9139,2884,6334,220,643,3371,2100,95,35150
  2022 Nov,816340,358257,4273,144444,72305,9070,54793,34566,30175,8631,49506,16024,19670,12592,1220,54365,22698,31627,40,91381,10481,73694,1643,3896,1667,9139,232,1403,229,1085,4888,1302,61086,9638,45666,5782,109366,1965,2014,1810,10546,18279,3775,5853,1728,1567,2408,3939,2091,5151,33269,14971,78869,69046,7289,2534,4266,283,663,1591,1729,105,37981
  2022 Oct,816833,374927,3733,133408,77092,9078,56747,52274,36242,6353,42415,14971,16052,10543,849,45806,17459,28294,53,101510,10975,81796,1492,4707,2540,9382,232,2186,222,738,4671,1333,49922,7217,36734,5971,103897,1730,2340,1759,10665,18184,3697,6523,1771,1530,1312,3987,1913,5491,30244,12751,85122,73728,8742,2652,3738,259,226,1565,1688,114,34304
  2022 Sep,782215,340369,3809,120169,81914,8341,44856,32426,41129,7725,36676,14127,13659,7918,972,45900,19317,26520,63,104616,10694,86393,1199,4430,1900,9810,184,1990,468,813,4980,1375,46342,6594,34503,5245,100653,2190,2070,1122,10200,17810,4994,6814,1311,1592,756,4841,1429,4225,29963,11336,94039,83070,8796,2173,3713,255,210,1949,1299,97,32185
  2022 Aug,728744,315820,3426,108252,63905,8594,42542,33284,48939,6878,33996,14735,10669,7420,1172,50394,19153,31174,67,94325,10828,76249,1458,3901,1889,11241,122,1199,1053,1190,5974,1703,44100,6116,34497,3487,110258,2256,1608,628,16618,16917,9544,8174,1432,1482,484,6867,1075,4335,27611,11227,65622,56917,7107,1598,2903,197,198,1233,1275,85,29381
  2022 Jul,726739,332161,3239,119086,61575,10398,45338,36615,48870,7040,35493,16622,11343,6104,1424,40886,12266,28570,50,95003,13119,75130,1405,3058,2291,12301,135,1145,747,1417,6322,2535,47365,5268,39120,2977,83308,2206,2634,894,10598,12345,3366,7135,2067,1483,452,3331,1394,4747,22493,8163,77575,68378,7264,1933,2582,164,196,1281,941,65,27419
  2022 Jun,543733,269088,2202,110094,49878,9095,32139,23406,36857,5417,23566,10191,9220,3302,853,25153,8386,16724,43,76667,7352,64337,999,2709,1270,5839,169,753,281,558,3012,1066,36723,3651,30990,2082,48879,885,1098,710,5501,8868,1656,3165,1079,869,308,1603,942,2169,14906,5120,55574,50412,3909,1253,2184,132,110,938,1004,60,18168
  2022 May,418458,204656,2271,86745,43214,6218,22379,18487,21570,3772,17723,7150,8115,1961,497,16953,6321,10614,18,69978,6352,59198,448,2759,1221,5283,127,930,115,333,3047,731,25106,3604,19764,1738,42110,765,898,588,5068,7034,1372,3362,745,625,218,1291,720,2154,12737,4533,35326,31406,3061,859,1300,62,95,599,544,23,13936
  2022 Apr,295095,137294,807,58330,25319,5474,16940,10647,16657,3120,13729,5048,7244,1052,385,9940,4343,5578,19,52271,7595,41079,147,2928,522,3997,21,703,52,201,2539,481,14729,2004,12001,724,32971,564,1004,448,3744,5378,933,2391,617,381,181,1137,635,1885,10811,2862,29323,27380,1448,495,814,34,53,384,343,27,8978
  2022 Mar,121207,41170,280,13622,10610,3516,6250,3038,2932,922,8563,4131,3774,597,61,3555,869,2686,0,36779,7480,27531,54,1529,185,1721,12,321,4,79,1084,221,6521,871,5448,202,14625,214,438,181,1759,2434,450,940,168,105,78,391,337,718,5498,914,8126,7883,161,82,129,19,5,49,56,18,2661
  2022 Feb,67765,18760,163,6872,4468,2024,2026,1622,1055,530,6177,3823,1794,531,29,2508,534,1972,2,20077,3361,15567,28,885,236,620,4,298,4,29,203,82,4442,545,3775,122,10444,70,340,129,1760,1645,346,713,69,49,49,228,237,576,3797,436,4673,4546,79,48,58,7,6,23,22,6,1513
  2022 Jan,57174,17563,113,5885,5203,2954,1469,1060,627,252,5759,4361,901,430,67,2505,552,1953,0,16901,4893,11428,68,444,68,288,3,94,2,37,110,42,2928,469,2264,195,7225,61,194,121,1077,1193,212,474,95,44,50,238,214,372,2362,518,3882,3759,87,36,114,12,7,39,56,9,1243
  2021 Dec,92796,30006,231,11177,10939,2991,1966,1421,840,441,5963,4764,754,392,53,2770,580,2187,3,33939,5559,27672,59,587,62,361,11,99,1,46,141,63,4590,743,3720,127,9450,68,244,157,1195,1594,319,717,56,53,42,213,211,515,3668,398,5632,5525,63,44,74,14,9,12,39,11,1241
  2021 Nov,41179,12937,138,5756,2537,1242,2450,361,407,46,4307,3479,527,279,22,2032,430,1600,2,11879,4170,7488,36,150,35,373,5,131,16,39,152,30,2231,229,1890,112,5668,51,190,19,799,1074,239,432,49,13,37,199,42,238,2117,169,1668,1624,25,19,79,19,2,23,35,5,475
  2021 Oct,24006,6448,121,1954,2104,312,1042,623,264,28,6971,6065,494,378,34,1264,779,485,0,4055,1079,2936,6,19,15,313,10,107,4,27,127,38,1092,121,840,131,3453,22,74,23,423,997,98,208,54,44,44,95,53,78,965,275,332,263,58,11,71,10,3,33,25,7,564
  2021 Sep,19009,2774,70,669,797,159,655,290,104,30,10099,8952,669,442,36,1299,780,519,0,1105,385,678,6,15,21,158,6,33,5,17,82,15,867,139,652,76,2297,33,37,19,337,769,69,117,56,39,28,44,31,68,391,259,366,278,75,13,43,7,1,16,19,1,470
  2021 Aug,15887,1933,81,315,683,87,392,264,89,22,9978,8907,602,456,13,714,341,373,0,112,2,95,4,6,5,207,2,60,7,32,78,28,1001,72,828,101,1515,40,33,16,327,139,54,54,39,31,32,38,41,108,367,196,370,301,50,19,54,12,5,5,32,3,419
